E_coli_K12_W3110_lambdaRed	E_coli_K12_W3110	W3110-Name	W3110-Accession	MG1655-ID	Blattner	W3110-startbase	W3110-endbase	W3110-strand	MG1655-startbase	MG1655-endbase	MG1655-strand	sort_order
W3110_lambdaRed.CDS.265	JW0261	yagE	ECK0269	G6140	b0268	281481	282410	+	282278	283186	+	265
W3110_lambdaRed.CDS.2651	JW2633	ygaQ_4	ECK2652	NIL	NIL	2787033	2787305	+	NIL	NIL	NIL	2651
W3110_lambdaRed.CDS.2652	JW5427	csiD	ECK2653	G7394	b2659	2787641	2788618	+	2788985	2789962	+	2652
W3110_lambdaRed.CDS.2653	JW2635	lhgO	ECK2654	EG12387	b2660	2788638	2789906	+	2789982	2791250	+	2653
W3110_lambdaRed.CDS.2654	JW2636	gabD	ECK2655	EG11329	b2661	2789929	2791377	+	2791273	2792721	+	2654
W3110_lambdaRed.CDS.2655	JW2637	gabT	ECK2656	EG10361	b2662	2791391	2792671	+	2792735	2794015	+	2655
W3110_lambdaRed.CDS.2656	JW2638	gabP	ECK2657	EG11330	b2663	2792909	2794309	+	2794253	2795653	+	2656
W3110_lambdaRed.CDS.2657	JW2639	csiR	ECK2658	EG12386	b2664	2794330	2794992	+	2795674	2796336	+	2657
W3110_lambdaRed.CDS.2658	JW2640	ygaU	ECK2659	G7395	b2665	2794993	2795442	-	2796337	2796786	-	2658
W3110_lambdaRed.CDS.2659	JW2641	yqaE	ECK2660	G7396	b2666	2795526	2795684	-	2796870	2797028	-	2659
W3110_lambdaRed.CDS.266	JW0262	yagF	ECK0270	G7910	b4297	282425	284392	+	4522127	4524094	-	266
W3110_lambdaRed.CDS.2660	JW2642	ygaV	ECK2661	G7397	b2667	2795867	2796166	+	2797211	2797510	+	2660
W3110_lambdaRed.CDS.2661	JW2643	ygaP	ECK2662	G7398	b2668	2796176	2796700	+	2797520	2798044	+	2661
W3110_lambdaRed.CDS.2569	JW2550	era	ECK2564	EG10270	b2566	2701137	2702042	-	2702481	2703386	-	2569
W3110_lambdaRed.CDS.2567	JW2548	pdxJ	ECK2562	EG10693	b2564	2699654	2700385	-	2700998	2701729	-	2567
W3110_lambdaRed.CDS.2698	JW2675	gutM	ECK2701	EG10972	b2706	2827277	2827636	+	2828621	2828980	+	2698
W3110_lambdaRed.CDS.2481	JW2469	hyfD	ECK2480	G7301	b2484	2603467	2604906	+	2604811	2606250	+	2481
W3110_lambdaRed.CDS.2483	JW2471	hyfF	ECK2482	G7303	b2486	2605573	2607153	+	2606917	2608497	+	2483
W3110_lambdaRed.CDS.2484	JW2472	hyfG	ECK2483	EG10478	b2721	2607143	2608810	+	2844762	2846471	-	2484
W3110_lambdaRed.CDS.2485	JW2473	hyfH	ECK2484	G7305	b2488	2608820	2609365	+	2610164	2610709	+	2485
W3110_lambdaRed.CDS.2486	JW5805	hyfI	ECK2485	G7306	b2489	2609362	2610120	+	2610706	2611464	+	2486
W3110_lambdaRed.CDS.2487	JW2475	hyfJ	ECK2486	G7307	b2490	2610113	2610526	+	2611457	2611870	+	2487
W3110_lambdaRed.CDS.2488	JW2476	hyfR	ECK2487	G7308	b2491	2610556	2612568	+	2611900	2613912	+	2488
W3110_lambdaRed.CDS.2489	JW2477	focB	ECK2488	G7309	b2492	2612590	2613438	+	2613934	2614782	+	2489
W3110_lambdaRed.CDS.249	JW0242	yafZ	ECK0254	G6127	b0252	266408	267229	-	267184	268005	-	249
W3110_lambdaRed.CDS.2490	JW2478	yfgO	ECK2489	G7310	b2493	2613476	2614537	-	2614820	2615881	-	2490
W3110_lambdaRed.CDS.2491	JW2479	bepA	ECK2490	G7311	b2494	2614750	2616213	+	2616094	2617557	+	2491
W3110_lambdaRed.CDS.2492	JW2480	yfgD	ECK2491	G7312	b2495	2616234	2616593	+	2617578	2617937	+	2492
W3110_lambdaRed.CDS.2493	JW5397	hda	ECK2492	G7313	b2496	2616731	2617477	-	2618075	2618776	-	2493
W3110_lambdaRed.CDS.2494	JW2482	uraA	ECK2493	EG12129	b2497	2617527	2618816	-	2618871	2620160	-	2494
W3110_lambdaRed.CDS.2495	JW2483	upp	ECK2494	EG11332	b2498	2618902	2619528	-	2620246	2620872	-	2495
W3110_lambdaRed.CDS.2497	JW2484	purM	ECK2495	EG10798	b2499	2619853	2620890	+	2621197	2622234	+	2497
W3110_lambdaRed.CDS.2498	JW2485	purN	ECK2496	EG10799	b2500	2620890	2621528	+	2622234	2622872	+	2498
W3110_lambdaRed.CDS.2499	JW2486	ppk	ECK2497	EG11510	b2501	2621700	2623766	+	2623044	2625110	+	2499
W3110_lambdaRed.CDS.25	JW0029	dapB	ECK0032	EG10206	b0031	28374	29195	+	28374	29195	+	25
W3110_lambdaRed.CDS.250	JW0243	ykfA	ECK0255	G6128	b0253	267321	268184	-	268097	268960	-	250
W3110_lambdaRed.CDS.2500	JW2487	ppx	ECK2498	EG11403	b2502	2623771	2625312	+	2625115	2626656	+	2500
W3110_lambdaRed.CDS.2501	JW2488	yfgF	ECK2499	G7314	b2503	2625351	2627594	-	2626695	2628938	-	2501
W3110_lambdaRed.CDS.2503	JW5399	yfgG	ECK2500	G7315	b2504	2627946	2628137	+	2629290	2629481	+	2503
W3110_lambdaRed.CDS.2504	JW5400	yfgH	ECK2501	G7316	b2505	2628448	2628966	+	2629792	2630310	+	2504
W3110_lambdaRed.CDS.2505	JW2490	yfgI	ECK2502	G7317	b2506	2628982	2629521	+	2630326	2630865	+	2505
W3110_lambdaRed.CDS.2506	JW2491	guaA	ECK2503	EG10420	b2507	2629614	2631191	-	2630958	2632535	-	2506
W3110_lambdaRed.CDS.2507	JW5401	guaB	ECK2504	EG10421	b2508	2631260	2632726	-	2632604	2634070	-	2507
W3110_lambdaRed.CDS.2509	JW2493	xseA	ECK2505	EG11072	b2509	2632888	2634258	+	2634232	2635602	+	2509
W3110_lambdaRed.CDS.251	JW0244	perR	ECK0256	G6129	b0254	268513	269406	-	269289	270182	-	251
W3110_lambdaRed.CDS.2510	JW5402	yfgJ	ECK2506	G7318	b2510	2634255	2634470	-	2635599	2635814	-	2510
W3110_lambdaRed.CDS.2482	JW2470	hyfE	ECK2481	G7302	b2485	2604918	2605568	+	2606262	2606912	+	2482
W3110_lambdaRed.CDS.2480	JW2468	hyfC	ECK2479	G7300	b2483	2602503	2603450	+	2603847	2604794	+	2480
W3110_lambdaRed.CDS.2566	JW2547	acpS	ECK2561	EG10247	b2563	2699274	2699654	-	2700618	2700998	-	2566
W3110_lambdaRed.CDS.2479	JW2467	hyfB	ECK2478	EG11282	b2482	2600474	2602492	+	2601818	2603836	+	2479
W3110_lambdaRed.CDS.199	JW0193	metQ	ECK0197	EG11504	b0197	220113	220928	-	220113	220928	-	199
W3110_lambdaRed.CDS.2453	JW2441	eutM	ECK2452	G7287	b2457	2570813	2571106	-	2572157	2572450	-	2453
W3110_lambdaRed.CDS.2454	JW2442	eutD	ECK2453	G7288	b2458	2571145	2572161	-	2572489	2573505	-	2454
W3110_lambdaRed.CDS.2455	JW2443	eutT	ECK2454	G7289	b2459	2572158	2572961	-	2573502	2574305	-	2455
W3110_lambdaRed.CDS.2456	JW2444	eutQ	ECK2455	G7290	b2460	2572958	2573659	-	2574302	2575003	-	2456
W3110_lambdaRed.CDS.2457	JW2445	eutP	ECK2456	G7291	b2461	2573634	2574113	-	2574978	2575457	-	2457
W3110_lambdaRed.CDS.2458	JW2446	eutS	ECK2457	G7292	b2462	2574126	2574461	-	2575470	2575805	-	2458
W3110_lambdaRed.CDS.2459	JW2447	maeB	ECK2458	G7293	b2463	2574754	2577033	-	2576098	2578377	-	2459
W3110_lambdaRed.CDS.246	JW0239	ykfB	ECK0252	G6125	b0250	264844	265311	-	265620	266087	-	246
W3110_lambdaRed.CDS.2460	JW2448	talA	ECK2459	EG11797	b2464	2577322	2578272	+	2578666	2579616	+	2460
W3110_lambdaRed.CDS.2461	JW2449	tktB	ECK2460	EG11427	b2935	2578292	2580295	+	3079644	3081635	-	2461
W3110_lambdaRed.CDS.2462	JW2450	ypfG	ECK2461	G7295	b2466	2580390	2581433	-	2581734	2582777	-	2462
W3110_lambdaRed.CDS.2463	JW2451	nudK	ECK2462	EG12410	b2467	2581559	2582134	-	2582903	2583478	-	2463
W3110_lambdaRed.CDS.2464	JW2452	aegA	ECK2463	EG10404	b3213	2582202	2584181	-	3359198	3360616	+	2464
W3110_lambdaRed.CDS.2465	JW2453	narQ	ECK2464	EG11460	b2469	2584387	2586087	+	2585731	2587431	+	2465
W3110_lambdaRed.CDS.2466	JW2454	acrD	ECK2465	EG12241	b3514	2586251	2589364	+	3660414	3663527	+	2466
W3110_lambdaRed.CDS.2467	JW2455	yffB	ECK2466	EG11147	b2471	2589903	2590259	+	2591247	2591603	+	2467
W3110_lambdaRed.CDS.2468	JW2456	dapE	ECK2467	EG10208	b2472	2590263	2591390	+	2591607	2592734	+	2468
W3110_lambdaRed.CDS.2469	JW2457	ypfN	ECK2468	G0-10463	b4547	2591418	2591618	+	2592762	2592962	+	2469
W3110_lambdaRed.CDS.247	JW0240	yafY	ECK0253	G6126	b0251	265334	266191	-	266110	266553	-	247
W3110_lambdaRed.CDS.2470	JW5396	ypfH	ECK2469	G7296	b2473	2591728	2592426	-	2593072	2593770	-	2470
W3110_lambdaRed.CDS.2471	JW2459	tmcA	ECK2470	G7297	b2474	2592500	2594515	-	2593844	2595859	-	2471
W3110_lambdaRed.CDS.2472	JW2460	ypfJ	ECK2471	G7298	b2475	2594530	2595393	-	2595874	2596737	-	2472
W3110_lambdaRed.CDS.2473	JW2461	purC	ECK2472	EG10791	b2476	2595561	2596274	-	2596905	2597618	-	2473
W3110_lambdaRed.CDS.2474	JW2462	bamC	ECK2473	EG10658	b2477	2596487	2597521	-	2597831	2598865	-	2474
W3110_lambdaRed.CDS.2475	JW2463	dapA	ECK2474	EG10205	b2478	2597538	2598416	-	2598882	2599760	-	2475
W3110_lambdaRed.CDS.2476	JW2464	gcvR	ECK2475	EG11149	b2479	2598562	2599134	+	2599906	2600478	+	2476
W3110_lambdaRed.CDS.2477	JW2465	bcp	ECK2476	EG10108	b2480	2599134	2599604	+	2600478	2600948	+	2477
W3110_lambdaRed.CDS.2478	JW2466	hyfA	ECK2477	EG11150	b2481	2599857	2600474	+	2601201	2601818	+	2478
W3110_lambdaRed.CDS.2511	JW5403	der	ECK2507	G7319	b2511	2634540	2636012	-	2635884	2637356	-	2511
W3110_lambdaRed.CDS.2512	JW2496	bamB	ECK2508	G7320	b2512	2636130	2637308	-	2637474	2638652	-	2512
W3110_lambdaRed.CDS.2513	JW2497	yfgM	ECK2509	G7321	b2513	2637319	2637939	-	2638663	2639283	-	2513
W3110_lambdaRed.CDS.2514	JW2498	hisS	ECK2510	EG10453	b2514	2637957	2639231	-	2639301	2640575	-	2514
W3110_lambdaRed.CDS.2547	JW2528	yphB	ECK2541	G7338	b2544	2672472	2673344	-	2673816	2674688	-	2547
W3110_lambdaRed.CDS.2548	JW5842	yphC	ECK2542	G7339	b2545	2673356	2674417	-	2674700	2675761	-	2548
W3110_lambdaRed.CDS.2549	JW2530	yphD	ECK2543	G7340	b2546	2674483	2675481	-	2675827	2676825	-	2549
W3110_lambdaRed.CDS.255	JW5813	ykfC	ECK0260	G6133	b0258	272071	273216	+	272847	273992	+	255
W3110_lambdaRed.CDS.2550	JW2531	yphE	ECK2544	G7341	b2547	2675506	2677017	-	2676850	2678361	-	2550
W3110_lambdaRed.CDS.2551	JW2532	yphF	ECK2545	G7342	b2548	2677040	2678023	-	2678384	2679367	-	2551
W3110_lambdaRed.CDS.2552	JW5405	yphG	ECK2546	G7343	b2549	2678120	2681401	-	2679464	2682745	-	2552
W3110_lambdaRed.CDS.2553	JW5406	yphH	ECK2547	G7344	b2550	2681519	2682712	+	2682863	2684056	+	2553
W3110_lambdaRed.CDS.2554	JW2535	glyA	ECK2548	EG10408	b2551	2682910	2684163	-	2684254	2685507	-	2554
W3110_lambdaRed.CDS.2555	JW2536	hmp	ECK2549	EG10456	b2552	2684491	2685681	+	2685835	2687025	+	2555
W3110_lambdaRed.CDS.2556	JW2537	glnB	ECK2550	EG10384	b2553	2685726	2686064	-	2687070	2687408	-	2556
W3110_lambdaRed.CDS.2557	JW2538	glrR	ECK2551	EG11285	b2554	2686125	2687459	-	2687469	2688803	-	2557
W3110_lambdaRed.CDS.2558	JW2539	yfhG	ECK2552	EG12139	b2555	2687449	2688162	-	2688793	2689506	-	2558
W3110_lambdaRed.CDS.2559	JW5407	glrK	ECK2553	G7345	b2556	2688327	2689754	-	2689671	2691098	-	2559
W3110_lambdaRed.CDS.256	JW0250	insH-1	ECK0261	NIL	NIL	273325	274341	-	NIL	NIL	NIL	256
W3110_lambdaRed.CDS.256	JW0540	insH-2	ECK0261	G7074	b1994	573960	574976	-	2066305	2067321	-	256
W3110_lambdaRed.CDS.256	JW0652	insH-3	ECK0261	NIL	NIL	688419	689435	-	NIL	NIL	NIL	256
W3110_lambdaRed.CDS.256	JW1324	insH-4	ECK0261	NIL	NIL	1397790	1398806	+	NIL	NIL	NIL	256
W3110_lambdaRed.CDS.256	JW1882	insH	ECK0261	NIL	NIL	1980355	1981371	-	NIL	NIL	NIL	256
W3110_lambdaRed.CDS.256	JW2014	insH-7	ECK0261	NIL	NIL	2104032	2105048	-	NIL	NIL	NIL	256
W3110_lambdaRed.CDS.256	JW2179	insH-8	ECK0261	NIL	NIL	2292399	2293415	-	NIL	NIL	NIL	256
W3110_lambdaRed.CDS.256	JW2949	insH-9	ECK0261	NIL	NIL	3128834	3129850	+	NIL	NIL	NIL	256
W3110_lambdaRed.CDS.256	JW3185	insH-10	ECK0261	NIL	NIL	3365557	3366573	-	NIL	NIL	NIL	256
W3110_lambdaRed.CDS.256	JW3472	insH-11	ECK0261	NIL	NIL	3987217	3988233	+	NIL	NIL	NIL	256
W3110_lambdaRed.CDS.2560	JW2541	purL	ECK2555	EG10797	b2557	2690312	2694199	-	2691656	2695543	-	2560
W3110_lambdaRed.CDS.947	JW0924	elfG	ECK0932	G6483	b0941	1002229	1003299	+	1001807	1002877	+	947
W3110_lambdaRed.CDS.2563	JW5408	pgpC	ECK2558	EG11371	b2560	2696571	2697206	-	2697915	2698550	-	2563
W3110_lambdaRed.CDS.2564	JW2545	yfhH	ECK2559	EG12308	b2561	2697415	2698263	+	2698759	2699607	+	2564
W3110_lambdaRed.CDS.2565	JW2546	yfhL	ECK2560	G7346	b2562	2698319	2698579	+	2699663	2699923	+	2565
W3110_lambdaRed.CDS.2546	JW2527	yphA	ECK2540	G7337	b2543	2671930	2672424	+	2673346	2673768	+	2546
W3110_lambdaRed.CDS.2545	JW2526	hcaD	ECK2539	G7336	b2542	2670703	2671905	+	2672047	2673249	+	2545
W3110_lambdaRed.CDS.2544	JW2525	hcaB	ECK2538	G7335	b2541	2669881	2670693	+	2671225	2672037	+	2544
W3110_lambdaRed.CDS.2529	JW2511	hscB	ECK2524	EG12131	b2527	2657608	2658123	-	2658952	2659467	-	2529
W3110_lambdaRed.CDS.2515	JW2499	ispG	ECK2511	EG10370	b2515	2639342	2640460	-	2640686	2641804	-	2515
W3110_lambdaRed.CDS.2516	JW2500	rodZ	ECK2512	EG10015	b2516	2640487	2641500	-	2641831	2642844	-	2516
W3110_lambdaRed.CDS.2517	JW2501	rlmN	ECK2513	EG12401	b2517	2641785	2642939	-	2643129	2644283	-	2517
W3110_lambdaRed.CDS.2518	JW2502	ndk	ECK2514	EG10650	b2518	2643089	2643520	-	2644433	2644864	-	2518
W3110_lambdaRed.CDS.2519	JW2503	pbpC	ECK2515	G7322	b2519	2643669	2645981	-	2645013	2647325	-	2519
W3110_lambdaRed.CDS.252	JW5024	insN-1	ECK0257	G6130	b0255	269466	269870	+	270242	270646	+	252
W3110_lambdaRed.CDS.2520	JW2504	yfhM	ECK2516	G7323	b2520	2645982	2650943	-	2647326	2652287	-	2520
W3110_lambdaRed.CDS.2521	JW2505	sseA	ECK2517	EG11600	b2521	2651150	2651995	+	2652494	2653339	+	2521
W3110_lambdaRed.CDS.2524	JW5404	sseB	ECK2519	EG11601	b2522	2652813	2653589	-	2654157	2654933	-	2524
W3110_lambdaRed.CDS.2525	JW2507	pepB	ECK2520	EG12310	b2523	2653731	2655014	-	2655075	2656358	-	2525
W3110_lambdaRed.CDS.2526	JW2508	iscX	ECK2521	EG12311	b2524	2655192	2655392	-	2656536	2656736	-	2526
W3110_lambdaRed.CDS.2527	JW2509	fdx	ECK2522	EG11328	b2525	2655404	2655739	-	2656748	2657083	-	2527
W3110_lambdaRed.CDS.2528	JW2510	hscA	ECK2523	EG12130	b2526	2655741	2657591	-	2657085	2658935	-	2528
W3110_lambdaRed.CDS.253	JW0246	insI-1	ECK0258	G6725	b1404	269827	270978	+	1469358	1470509	+	253
W3110_lambdaRed.CDS.2543	JW2524	hcaC	ECK2537	G7334	b2540	2669564	2669884	+	2670908	2671228	+	2543
W3110_lambdaRed.CDS.2531	JW2512	iscA	ECK2525	EG12132	b2528	2658219	2658542	-	2659563	2659886	-	2531
W3110_lambdaRed.CDS.2532	JW2513	iscU	ECK2526	G7324	b2529	2658559	2658945	-	2659903	2660289	-	2532
W3110_lambdaRed.CDS.2533	JW2514	iscS	ECK2527	G7325	b2530	2658973	2660187	-	2660317	2661531	-	2533
W3110_lambdaRed.CDS.2534	JW2515	iscR	ECK2528	G7326	b2531	2660299	2660787	-	2661643	2662131	-	2534
W3110_lambdaRed.CDS.2535	JW2516	trmJ	ECK2529	G7327	b2532	2661239	2661979	-	2662583	2663323	-	2535
W3110_lambdaRed.CDS.2536	JW2517	suhB	ECK2530	EG10983	b2533	2662098	2662901	+	2663442	2664245	+	2536
W3110_lambdaRed.CDS.2537	JW2518	yfhR	ECK2531	G7328	b2534	2663019	2663900	+	2664390	2665244	+	2537
W3110_lambdaRed.CDS.2538	JW5878	csiE	ECK2532	G7329	b2535	2664091	2665371	+	2665435	2666715	+	2538
W3110_lambdaRed.CDS.2539	JW2520	hcaT	ECK2533	G7330	b2536	2665363	2666502	-	2666707	2667846	-	2539
W3110_lambdaRed.CDS.254	JW0247	insO-1	ECK0259	G6132	b0257	271054	271479	+	271830	272255	+	254
W3110_lambdaRed.CDS.2540	JW2521	hcaR	ECK2534	G7331	b2537	2666662	2667552	-	2668006	2668896	-	2540
W3110_lambdaRed.CDS.2541	JW2522	hcaE	ECK2535	M009	b2538	2667688	2669049	+	2669032	2670393	+	2541
W3110_lambdaRed.CDS.2542	JW2523	hcaF	ECK2536	M015	b2539	2669046	2669564	+	2670390	2670908	+	2542
W3110_lambdaRed.CDS.2697	JW2674	srlD	ECK2700	EG10971	b2705	2826393	2827172	+	2827737	2828516	+	2697
W3110_lambdaRed.CDS.2699	JW2676	srlR	ECK2702	EG10974	b2707	2827703	2828476	+	2829047	2829820	+	2699
W3110_lambdaRed.CDS.2451	JW2439	eutE	ECK2450	G7285	b2455	2569004	2570407	-	2570348	2571751	-	2451
W3110_lambdaRed.CDS.2862	JW2833	ygeR	ECK2861	G7484	b2865	2997792	2998547	-	2999136	2999891	-	2862
W3110_lambdaRed.CDS.2864	JW2835	xdhB	ECK2863	G7486	b2867	3001270	3002148	+	3002614	3003492	+	2864
W3110_lambdaRed.CDS.2865	JW2836	xdhC	ECK2864	G7487	b2868	3002145	3002624	+	3003489	3003968	+	2865
W3110_lambdaRed.CDS.2866	JW2837	ygeV	ECK2865	G7488	b2869	3002664	3004442	-	3004008	3005786	-	2866
W3110_lambdaRed.CDS.2867	JW5463	ygeW	ECK2866	G7489	b2870	3004918	3006108	+	3006262	3007452	+	2867
W3110_lambdaRed.CDS.2868	JW2839	ygeX	ECK2867	G7490	b2871	3006166	3007362	+	3007510	3008706	+	2868
W3110_lambdaRed.CDS.2869	JW2840	ygeY	ECK2868	G7491	b2872	3007420	3008631	+	3008764	3009975	+	2869
W3110_lambdaRed.CDS.938	JW0915	pepN	ECK0923	EG10696	b0932	991044	993656	+	990622	993234	+	938
W3110_lambdaRed.CDS.2870	JW2841	hyuA	ECK2869	G7492	b2873	3008684	3010069	+	3010028	3011413	+	2870
W3110_lambdaRed.CDS.2871	JW2842	yqeA	ECK2870	G7493	b2874	3010117	3011049	+	3011461	3012393	+	2871
W3110_lambdaRed.CDS.2872	JW2843	yqeB	ECK2871	G7494	b2875	3011270	3012895	-	3012614	3014239	-	2872
W3110_lambdaRed.CDS.936	JW0914	pncB	ECK0922	EG10742	b0931	989576	990778	-	989154	990356	-	936
W3110_lambdaRed.CDS.2874	JW2845	mocA	ECK2873	G7496	b2877	3013816	3014394	+	3015160	3015738	+	2874
W3110_lambdaRed.CDS.2875	JW5923	ygfK	ECK2874	G7497	b2878	3014716	3017814	+	3016060	3019158	+	2875
W3110_lambdaRed.CDS.2876	JW2847	ssnA	ECK2875	G7498	b2879	3017817	3019145	+	3019161	3020489	+	2876
W3110_lambdaRed.CDS.2877	JW2848	ygfM	ECK2876	G7499	b2880	3019196	3019975	+	3020540	3021319	+	2877
W3110_lambdaRed.CDS.2878	JW2849	xdhD	ECK2877	G7500	b2881	3019972	3022842	+	3021316	3024186	+	2878
W3110_lambdaRed.CDS.2879	JW2850	xanQ	ECK2878	G7501	b2882	3023007	3024407	+	3024351	3025751	+	2879
W3110_lambdaRed.CDS.288	JW0285	ecpC	ECK0290	NIL	NIL	306031	308556	-	NIL	NIL	NIL	288
W3110_lambdaRed.CDS.2880	JW5466	guaD	ECK2879	G7502	b2883	3024422	3025741	+	3025766	3027085	+	2880
W3110_lambdaRed.CDS.2881	JW5467	ghxQ	ECK2880	EG11939	b4064	3025777	3027144	+	4278479	4279828	+	2881
W3110_lambdaRed.CDS.2882	JW5468	ygfS	ECK2881	G7505	b2886	3027180	3027668	-	3028524	3029012	-	2882
W3110_lambdaRed.CDS.2883	JW5469	ygfT	ECK2882	NIL	NIL	3027668	3029587	-	NIL	NIL	NIL	2883
W3110_lambdaRed.CDS.2884	JW5470	uacT	ECK2883	G7507	b2888	3030023	3031471	+	3031367	3032815	+	2884
W3110_lambdaRed.CDS.2886	JW2857	idi	ECK2884	G7508	b2889	3031721	3032269	+	3033065	3033613	+	2886
W3110_lambdaRed.CDS.2887	JW2858	lysS	ECK2885	EG10553	b4129	3032313	3033830	-	4353200	4354717	-	2887
W3110_lambdaRed.CDS.289	JW0286	ecpB	ECK0291	NIL	NIL	308582	309250	-	NIL	NIL	NIL	289
W3110_lambdaRed.CDS.2890	JW2860	recJ	ECK2887	EG10830	b2892	3035029	3036762	-	3036373	3038106	-	2890
W3110_lambdaRed.CDS.2891	JW2861	dsbC	ECK2888	EG11070	b2893	3036768	3037478	-	3038112	3038822	-	2891
W3110_lambdaRed.CDS.2892	JW2862	xerD	ECK2889	EG11071	b2894	3037503	3038399	-	3038847	3039743	-	2892
W3110_lambdaRed.CDS.2863	JW5462	xdhA	ECK2862	G7485	b2866	2999001	3001259	+	3000345	3002603	+	2863
W3110_lambdaRed.CDS.2861	JW5461	ygeQ	ECK2859	G7483	b2863	2996690	2997484	-	2998034	2998828	-	2861
W3110_lambdaRed.CDS.2829	JW2797	ptsP	ECK2825	EG12188	b2829	2964844	2967090	-	2966188	2968434	-	2829
W3110_lambdaRed.CDS.286	JW5030	ecpE	ECK0288	NIL	NIL	303719	304429	-	NIL	NIL	NIL	286
W3110_lambdaRed.CDS.2832	JW2799	mutH	ECK2827	EG10624	b2831	2968318	2969007	+	2969662	2970351	+	2832
W3110_lambdaRed.CDS.2833	JW2800	ygdQ	ECK2828	G7460	b2832	2969076	2969789	+	2970420	2971133	+	2833
W3110_lambdaRed.CDS.2834	JW2801	ygdR	ECK2829	G7461	b2833	2969927	2970145	+	2971271	2971489	+	2834
W3110_lambdaRed.CDS.2835	JW2802	tas	ECK2830	G7462	b2834	2970253	2971293	+	2971597	2972637	+	2835
W3110_lambdaRed.CDS.2836	JW2803	lplT	ECK2831	EG12455	b2835	2971325	2972518	-	2972669	2973862	-	2836
W3110_lambdaRed.CDS.2837	JW2804	aas	ECK2832	EG11679	b2836	2972511	2974670	-	2973855	2976014	-	2837
W3110_lambdaRed.CDS.2838	JW2805	galR	ECK2835	EG10364	b2837	2975255	2976286	+	2976599	2977630	+	2838
W3110_lambdaRed.CDS.2839	JW2806	lysA	ECK2836	EG10549	b2838	2976293	2977555	-	2977637	2978899	-	2839
W3110_lambdaRed.CDS.284	JW0281	yagU	ECK0286	G6158	b0287	302215	302829	+	302991	303605	+	284
W3110_lambdaRed.CDS.2840	JW2807	lysR	ECK2837	EG10551	b2839	2977677	2978612	+	2979021	2979956	+	2840
W3110_lambdaRed.CDS.2841	JW2808	ygeA	ECK2838	EG11157	b2840	2978599	2979291	-	2979943	2980635	-	2841
W3110_lambdaRed.CDS.2842	JW2809	araE	ECK2839	EG10056	b2841	2979420	2980838	-	2980764	2982182	-	2842
W3110_lambdaRed.CDS.2843	JW2810	kduD	ECK2840	EG12361	b2842	2981153	2981914	-	2982497	2983258	-	2843
W3110_lambdaRed.CDS.2844	JW2811	kduI	ECK2841	G7463	b2843	2981944	2982780	-	2983288	2984124	-	2844
W3110_lambdaRed.CDS.2845	JW5453	yqeF	ECK2842	G7464	b2844	2983067	2984248	-	2984411	2985592	-	2845
W3110_lambdaRed.CDS.2846	JW2813	yqeG	ECK2843	G7465	b2845	2984503	2985732	+	2985847	2987076	+	2846
W3110_lambdaRed.CDS.2847	JW5454	yqeH	ECK2844	G7466	b2846	2986192	2986824	+	2987536	2988168	+	2847
W3110_lambdaRed.CDS.2849	JW2815	yqeI	ECK2845	G7467	b2847	2987158	2987967	+	2988502	2989311	+	2849
W3110_lambdaRed.CDS.2850	JW5455	yqeJ	ECK2846	G7468	b2848	2987960	2988442	+	2989304	2989786	+	2850
W3110_lambdaRed.CDS.2852	JW2819	ygeG	ECK2849	G7471	b2851	2989924	2990415	+	2991268	2991759	+	2852
W3110_lambdaRed.CDS.2853	JW2820	ygeH	ECK2850	G7472	b2852	2990750	2992126	+	2992094	2993470	+	2853
W3110_lambdaRed.CDS.2854	JW5456	ygeI	ECK2851	G7473	b2853	2992294	2992512	+	2993638	2993856	+	2854
W3110_lambdaRed.CDS.2857	JW5459	ygeM	ECK2855	G7477	b2857	2993970	2994401	-	2995314	2995745	-	2857
W3110_lambdaRed.CDS.2859	JW0352	insD-1	ECK0358	G0-10543	NIL	380898	381803	+	2068952	2070180	-	2859
W3110_lambdaRed.CDS.2859	JW1397	insD-1	ECK0358	NIL	NIL	1469635	1470540	-	NIL	NIL	NIL	2859
W3110_lambdaRed.CDS.2859	JW1975	insD-1	ECK0358	NIL	NIL	2071089	2071994	-	NIL	NIL	NIL	2859
W3110_lambdaRed.CDS.2859	JW2826	insD-1	ECK0358	NIL	NIL	2995028	2995933	-	NIL	NIL	NIL	2859
W3110_lambdaRed.CDS.2859	JW3013	insD-1	ECK0358	NIL	NIL	3185166	3186071	+	NIL	NIL	NIL	2859
W3110_lambdaRed.CDS.2859	JW4230	insD-1	ECK0358	NIL	NIL	4503275	4504180	+	NIL	NIL	NIL	2859
W3110_lambdaRed.CDS.2893	JW2863	fldB	ECK2890	EG12697	b2895	3038511	3039032	+	3039855	3040376	+	2893
W3110_lambdaRed.CDS.2894	JW2864	cptA	ECK2891	G7509	b2896	3039072	3039479	-	3040416	3040823	-	2894
W3110_lambdaRed.CDS.2895	JW2865	sdhE	ECK2892	G7510	b2897	3039460	3039726	-	3040804	3041070	-	2895
W3110_lambdaRed.CDS.2896	JW2866	ygfZ	ECK2893	G7511	b2898	3039969	3040949	+	3041313	3042293	+	2896
W3110_lambdaRed.CDS.2928	JW2896	yggD	ECK2925	EG11162	b2929	3073342	3073851	-	3074686	3075195	-	2928
