RefSeq	gene	locus	start	stop	strand	COG	COG_category	COG_meta
BAE77810.1	yhhH	b3483	4016632	4017016	-1			
BAE77811.1	rhsB	b3482	4016987	4021223	-1	COG3209	R	O
BAE77812.1	nikR	b3481	4021425	4021827	-1	COG0864	K	T
BAE77813.1	nikE	b3480	4021832	4022639	-1	COG1124	E	M
BAE77814.1	nikD	b3479	4022635	4023400	-1	COG0444	E	M
BAE77815.1	nikC	b3478	4023399	4024233	-1	COG1173	E	M
BAE77816.1	nikB	b3477	4024229	4025174	-1	COG0601	E	M
BAE77817.1	nikA	b3476	4025173	4026748	-1	COG0747	E	M
BAE77818.1	acpT	b3475	4026858	4027446	-1	COG2091	H	M
BAE77819.1	yhhT	b3474	4027500	4028550	-1	COG0628	R	O
BAE77820.1	yhhS	b3473	4028681	4029899	1	COG0477	G	M
BAE77821.1	dcrB	b3472	4029902	4030460	-1			
BAE77822.1	yhhQ	b3471	4030532	4031198	-1	COG1738	S	O
BAE77823.1	yhhP	b3470	4031418	4031664	1	COG0425	O	O
BAE77824.1	zntA	b3469	4031765	4033964	-1	COG2217	P	M
BAE77824.1	zntA	b3469	4031765	4033964	-1	COG2608	P	M
BAE77825.1	yhhN	b3468	4034037	4034664	-1	COG3714	S	O
BAE77826.1	yhhM	b3467	4034804	4035164	1			
BAE77827.1	yhhL	b3466	4035166	4035436	-1	COG3776	S	O
BAE77828.1	yhhF	b3465	4035425	4036022	-1	COG0742	J	T
BAE77829.1	ftsY	b3464	4036171	4037665	1	COG0552	U	O
BAE77830.1	ftsE	b3463	4037667	4038336	1	COG2884	D	T
BAE77831.1	ftsX	b3462	4038328	4039387	1	COG2177	D	T
BAE77832.1	rpoH	b3461	4039631	4040486	1	COG0568	K	T
BAE77833.1	livJ	b3460	4040756	4041860	1	COG0683	E	M
BAE77834.1	yhhK	b3459	4042047	4042431	-1	COG0456	J	T
BAE77835.1	livK	b3458	4042854	4043964	1	COG0683	E	M
BAE77836.1	livH	b3457	4044011	4044938	1	COG0559	E	M
BAE77837.1	livM	b3456	4044934	4046212	1	COG4177	E	M
BAE77838.1	livG	b3455	4046208	4046976	1	COG0411	E	M
BAE77839.1	livF	b3454	4046977	4047691	1	COG0410	E	M
BAE77840.1	ugpB	b3453	4048089	4049406	1	COG1653	G	M
BAE77841.1	ugpA	b3452	4049503	4050391	1	COG1175	G	M
BAE77842.1	ugpE	b3451	4050387	4051233	1	COG0395	G	M
BAE77843.1	ugpC	b3450	4051234	4052305	1	COG3842	E	M
BAE77844.1	ugpQ	b3449	4052301	4053045	1	COG0584	I	M
BAE77845.1	yhhA	b3448	4053031	4053472	-1			
BAE77846.1	ggt	b3447	4053591	4055334	1	COG0405	E	M
BAE77847.1	yrhB	b3446	4055371	4055656	-1			
BAE77848.1	insB	b3445	4056234	4056738	-1	COG1662	X	
BAE77849.1	insA	b3444	4056656	4056932	-1	COG3677	X	
BAE77850.1	yrhA	b3443	4056960	4057374	-1			
BAE77851.1	yhhZ	b3442	4057373	4058552	-1	COG3157	U	O
BAE77852.1	yhhY	b3441	4058788	4059277	-1	COG1247	E	M
BAE77853.1	yhhX	b3440	4059609	4060647	1	COG0673	R	O
BAE77854.1	yhhW	b3439	4060769	4061465	1	COG1741	R	O
BAE77855.1	gntR	b3438	4061688	4062684	1	COG1609	K	T
BAE77856.1	gntK	b3437	4062822	4063350	1	COG3265	G	M
BAE77857.1	gntU	b4476	4063353	4064694	1	COG2610	G	M
BAE77858.1	yhgN	b3434	4064750	4065344	-1	COG2095	E	M
BAE77859.1	asd	b3433	4065536	4066640	1	COG0136	E	M
BAE77860.1	glgB	b3432	4066912	4069099	1	COG0296	G	M
BAE77861.1	glgX	b3431	4069095	4071069	1	COG1523	G	M
BAE77862.1	glgC	b3430	4071086	4072382	1	COG0448	G	M
BAE77863.1	glgA	b3429	4072381	4073815	1	COG0297	G	M
BAE77864.1	glgP	b3428	4073833	4076281	1	COG0058	G	M
BAE77865.1	yzgL	b3427	4076409	4076691	1			
BAE77866.1	glpD	b3426	4076896	4078402	-1	COG0578	C	M
BAE77867.1	glpE	b3425	4078591	4078918	1	COG0607	P	M
BAE77868.1	glpG	b3424	4078962	4079793	1	COG0705	O	O
BAE77869.1	glpR	b3423	4079809	4080568	1			
BAE77870.1	rtcR	b3422	4080549	4082148	-1	COG4650	K	T
BAE77871.1	rtcB	b3421	4082336	4083563	1	COG1690	J	T
BAE77872.1	rtcA	b4475	4083566	4084583	1	COG0430	A	T
BAE77873.1	malT	b3418	4084625	4087331	-1	COG2909	K	T
BAE77874.1	malP	b3417	4087942	4090336	1	COG0058	G	M
BAE77875.1	malQ	b3416	4090345	4092430	1	COG1640	G	M
BAE77876.1	gntT	b3415	4092540	4093857	-1	COG2610	G	M
BAE77877.1	gntY	b3414	4094216	4094792	-1	COG0316	O	O
BAE77877.1	gntY	b3414	4094216	4094792	-1	COG0694	O	O
BAE77878.1	gntX	b3413	4094850	4095534	-1	COG1040	R	O
BAE77879.1	bioH	b3412	4095571	4096342	1	COG0596	H	M
BAE77880.1	yhgA	b3411	4096370	4097249	-1	COG5464	L	T
BAE77881.1	yhgG	b3410	4097451	4097688	-1			
BAE77882.1	feoB	b3409	4097687	4100009	-1	COG0370	P	M
BAE77883.1	feoA	b3408	4100025	4100253	-1	COG1918	P	M
BAE77884.1	yhgF	b3407	4100709	4103031	-1	COG2183	K	T
BAE77885.1	greB	b3406	4103127	4103604	-1	COG0782	K	T
BAE77886.1	ompR	b3405	4103831	4104551	1	COG0745	T	O
BAE77887.1	envZ	b3404	4104547	4105900	1	COG2205	T	O
BAE77888.1	pck	b3403	4105975	4107598	-1	COG1866	C	M
BAE77889.1	yhgE	b3402	4107976	4109701	1			
BAE77890.1	hslO	b3401	4109763	4110642	-1	COG1281	O	O
BAE77891.1	hslR	b3400	4110666	4111068	-1	COG1188	J	T
BAE77892.1	yrfG	b3399	4111078	4111747	-1	COG1011	H	M
BAE77893.1	yrfF	b3398	4111811	4113947	-1			
BAE77894.1	nudE	b3397	4114266	4114827	1	COG0494	V	O
BAE77895.1	mrcA	b3396	4114992	4117545	-1	COG5009	M	O
BAE77896.1	yrfD	b3395	4117664	4118444	1			
BAE77897.1	yrfC	b3394	4118443	4118983	1	COG3166	N	O
BAE77898.1	yrfB	b3393	4118966	4119407	1			
BAE77899.1	yrfA	b3392	4119396	4119801	1			
BAE77900.1	hofQ	b3391	4119712	4120951	1	COG4796	U	O
BAE77901.1	aroK	b3390	4121351	4121873	1	COG0703	E	M
BAE77902.1	aroB	b3389	4121929	4123018	1	COG0337	E	M
BAE77903.1	damX	b3388	4123109	4124396	1	COG3266	D	T
BAE77904.1	dam	b3387	4124502	4125339	1	COG0338	L	T
BAE77905.1	rpe	b3386	4125356	4126034	1	COG0036	G	M
BAE77906.1	gph	b3385	4126026	4126785	1	COG0546	C	M
BAE77907.1	trpS	b3384	4126777	4127782	1	COG0180	J	T
BAE77908.1	yhfZ	b3383	4128071	4128977	1			
BAE77909.1	yhfY	b3382	4128993	4129356	1			
BAE77910.1	yhfX	b3381	4129439	4130603	1	COG3457	E	M
BAE77911.1	yhfW	b3380	4130602	4131829	1	COG1015	G	M
BAE77912.1	php	b3379	4131825	4132704	1	COG1735	R	O
BAE77913.1	yhfU	b3378	4132714	4133068	1			
BAE77914.1	yhfT	b3377	4133079	4134384	1			
BAE77915.1	yhfS	b3376	4134395	4135481	1	COG0626	E	M
BAE77916.1	frlR	b3375	4135632	4136364	-1	COG2188	K	T
BAE77917.1	frlD	b3374	4136463	4137249	-1	COG0524	G	M
BAE77918.1	frlC	b4474	4137245	4138076	-1	COG1082	G	M
BAE77919.1	frlB	b3371	4138125	4139148	-1	COG2222	M	O
BAE77920.1	frlA	b3370	4139168	4140506	-1	COG0531	E	M
BAE77921.1	yhfL	b3369	4140800	4140968	-1			
BAE77922.1	cysG	b3368	4141214	4142588	-1	COG0007	H	M
BAE77922.1	cysG	b3368	4141214	4142588	-1	COG1648	H	M
BAE77923.1	nirC	b3367	4142606	4143413	-1	COG2116	P	M
BAE77924.1	nirD	b3366	4143538	4143865	-1	COG2146	P	M
BAE77925.1	nirB	b3365	4143861	4146405	-1	COG1251	C	M
BAE77926.1	tsgA	b3364	4146666	4147848	-1	COG0738	G	M
BAE77927.1	ppiA	b3363	4148118	4148691	1	COG0652	O	O
BAE77928.1	yhfG	b3362	4148795	4148963	1			
BAE77929.1	fic	b3361	4148952	4149555	1	COG2184	T	O
BAE77930.1	pabA	b3360	4149586	4150150	1	COG0512	E	M
BAE77931.1	argD	b3359	4150235	4151456	1	COG4992	E	M
BAE77932.1	yhfK	b3358	4151522	4153625	-1	COG1289	S	O
BAE77933.1	crp	b3357	4153663	4154296	-1	COG0664	T	O
BAE77934.1	yhfA	b3356	4154597	4155002	1	COG1765	R	O
BAE77935.1	prkB	b3355	4155056	4155926	-1	COG3954	G	M
BAE77936.1	yheU	b3354	4155979	4156198	-1	COG3089	S	O
BAE77937.1	yheT	b3353	4156191	4157214	-1	COG0429	R	O
BAE77938.1	yheS	b3352	4157213	4159127	-1	COG0488	R	O
BAE77938.1	yheS	b3352	4157213	4159127	-1	COG4942	D	T
BAE77939.1	kefG	b3351	4159254	4159809	1	COG2249	R	O
BAE77940.1	kefB	b3350	4159808	4161614	1	COG0475	P	M
BAE77940.1	kefB	b3350	4159808	4161614	1	COG1226	P	M
BAE77941.1	yheV	b4551	4161623	4161824	1	COG3529	R	O
BAE77942.1	slyD	b3349	4161918	4162509	1	COG1047	O	O
BAE77943.1	slyX	b3348	4162557	4162776	-1	COG2900	S	O
BAE77944.1	fkpA	b3347	4162996	4163809	1	COG0545	O	O
BAE77945.1	yheO	b3346	4163975	4164698	1	COG2964	K	T
BAE77946.1	yheN	b3345	4164697	4165084	1	COG1553	P	M
BAE77947.1	yheM	b3344	4165083	4165443	1	COG2923	P	M
BAE77948.1	yheL	b3343	4165450	4165738	1	COG2168	O	O
BAE77949.1	rpsL	b3342	4165863	4166238	1	COG0048	J	T
BAE77950.1	rpsG	b3341	4166334	4166874	1	COG0049	J	T
BAE77951.1	fusA	b3340	4166901	4169016	1	COG0480	J	T
BAE77952.1	tufA	b3339	4169086	4170271	1	COG0050	J	T
BAE77953.1	chiA	b3338	4170562	4173256	1	COG3979	G	M
BAE77954.1	bfd	b3337	4173424	4173619	1	COG2906	P	M
BAE77955.1	bfr	b3336	4173690	4174167	1	COG2193	P	M
BAE77956.1	gspO	b3335	4174195	4174873	-1	COG1989	N	O
BAE77957.1	gspM	b3334	4174872	4175334	-1			
BAE77958.1	gspL	b3333	4175330	4176494	-1	COG3297	U	O
BAE77959.1	gspK	b3332	4176508	4177492	-1	COG3156	U	O
BAE77960.1	gspJ	b3331	4177484	4178072	-1	COG4795	U	O
BAE77961.1	gspI	b3330	4178064	4178442	-1	COG2165	N	O
BAE77962.1	gspH	b3329	4178438	4178948	-1	COG2165	N	O
BAE77963.1	gspG	b3328	4178955	4179393	-1	COG2165	N	O
BAE77964.1	gspF	b3327	4179402	4180599	-1	COG1459	N	O
BAE77965.1	gspE	b3326	4180595	4182077	-1	COG2804	N	O
BAE77966.1	gspD	b3325	4182086	4184039	-1	COG1450	U	O
BAE77967.1	gspC	b3324	4184022	4184838	-1	COG3031	U	O
BAE77968.1	gspA	b3323	4185017	4186487	1	COG3267	U	O
BAE77968.1	gspA	b3323	4185017	4186487	1	COG3409	M	O
BAE77969.1	pioO	b3322	4186488	4186908	1			
BAE77970.1	rpsJ	b3321	4187145	4187457	1	COG0051	J	T
BAE77971.1	rplC	b3320	4187489	4188119	1	COG0087	J	T
BAE77972.1	rplD	b3319	4188129	4188735	1	COG0088	J	T
BAE77973.1	rplW	b3318	4188731	4189034	1	COG0089	J	T
BAE77974.1	rplB	b3317	4189051	4189873	1	COG0090	J	T
BAE77975.1	rpsS	b3316	4189889	4190168	1	COG0185	J	T
BAE77976.1	rplV	b3315	4190182	4190515	1	COG0091	J	T
BAE77977.1	rpsC	b3314	4190532	4191234	1	COG0092	J	T
BAE77978.1	rplP	b3313	4191246	4191657	1	COG0197	J	T
BAE77979.1	rpmC	b3312	4191656	4191848	1	COG0255	J	T
BAE77980.1	rpsQ	b3311	4191847	4192102	1	COG0186	J	T
BAE77981.1	rplN	b3310	4192266	4192638	1	COG0093	J	T
BAE77982.1	rplX	b3309	4192648	4192963	1	COG0198	J	T
BAE77983.1	rplE	b3308	4192977	4193517	1	COG0094	J	T
BAE77984.1	rpsN	b3307	4193531	4193837	1	COG0199	J	T
BAE77985.1	rpsH	b3306	4193870	4194263	1	COG0096	J	T
BAE77986.1	rplF	b3305	4194275	4194809	1	COG0097	J	T
BAE77987.1	rplR	b3304	4194818	4195172	1	COG0256	J	T
BAE77988.1	rpsE	b3303	4195186	4195690	1	COG0098	J	T
BAE77989.1	rpmD	b3302	4195693	4195873	1	COG1841	J	T
BAE77990.1	rplO	b3301	4195876	4196311	1	COG0200	J	T
BAE77991.1	secY	b3300	4196318	4197650	1	COG0201	U	O
BAE77992.1	rpmJ	b3299	4197681	4197798	1	COG0257	J	T
BAE77993.1	rpsM	b3298	4197944	4198301	1	COG0099	J	T
BAE77994.1	rpsK	b3297	4198317	4198707	1	COG0100	J	T
BAE77995.1	rpsD	b3296	4198740	4199361	1	COG0522	J	T
BAE77996.1	rpoA	b3295	4199386	4200376	1	COG0202	K	T
BAE77997.1	rplQ	b3294	4200416	4200800	1	COG0203	J	T
BAE77998.1	yhdN	b3293	4200906	4201275	1			
BAE77999.1	zntR	b3292	4201285	4201711	1	COG0789	K	T
BAE78000.1	yhdL	b4550	4201766	4201985	1	COG3036	J	T
BAE78001.1	mscL	b3291	4201981	4202392	-1	COG1970	M	O
BAE78002.1	trkA	b3290	4202521	4203898	-1	COG0569	P	M
BAE78003.1	rsmB	b3289	4203919	4205209	-1	COG0144	J	T
BAE78003.1	rsmB	b3289	4203919	4205209	-1	COG0781	K	T
BAE78004.1	fmt	b3288	4205254	4206202	-1	COG0223	J	T
BAE78005.1	def	b3287	4206216	4206726	-1	COG0242	J	T
BAE78006.1	smf	b4473	4206855	4207980	1	COG0758	L	T
BAE78007.1	smg	b3284	4207951	4208425	1	COG2922	S	O
BAE78008.1	yrdD	b3283	4208453	4208996	1	COG0551	L	T
BAE78009.1	yrdC	b3282	4209000	4209573	1	COG0009	J	T
BAE78010.1	aroE	b3281	4209577	4210396	1	COG0169	E	M
BAE78011.1	yrdB	b3280	4210392	4210650	1			
BAE78012.1	yrdA	b3279	4210625	4211180	-1	COG0663	R	O
BAE78013.1	yjaA	b4011	4216823	4217207	1			
BAE78014.1	yjaB	b4012	4217269	4217713	-1	COG0456	J	T
BAE78015.1	metA	b4013	4217869	4218799	1	COG1897	E	M
BAE78016.1	aceB	b4014	4219067	4220669	1	COG2225	C	M
BAE78017.1	aceA	b4015	4220698	4222003	1	COG2224	C	M
BAE78018.1	aceK	b4016	4222185	4223922	1	COG4579	T	O
BAE78019.1	arpA	b4017	4223890	4226077	-1			
BAE78020.1	iclR	b4018	4226393	4227218	-1	COG1414	K	T
BAE78021.1	metH	b4019	4227417	4231101	1	COG0646	E	M
BAE78021.1	metH	b4019	4227417	4231101	1	COG1410	E	M
BAE78022.1	yjbB	b4020	4231320	4232952	1	COG1283	P	M
BAE78023.1	pepE	b4021	4233042	4233732	-1	COG3340	E	M
BAE78024.1	yjbC	b4022	4233943	4234816	1	COG1187	J	T
BAE78025.1	yjbD	b4023	4234948	4235221	-1			
BAE78026.1	lysC	b4024	4235473	4236823	-1	COG0527	E	M
BAE78027.1	pgi	b4025	4237347	4238997	1	COG0166	G	M
BAE78028.1	yjbE	b4026	4239495	4239738	1			
BAE78029.1	yjbF	b4027	4239851	4240490	1			
BAE78030.1	yjbG	b4028	4240486	4241224	1			
BAE78031.1	yjbH	b4029	4241223	4243320	1			
BAE78032.1	yjbA	b4030	4243914	4244325	1	COG3223	R	O
BAE78033.1	xylE	b4031	4244368	4245844	-1	COG0477	G	M
BAE78033.1	xylE	b4031	4244368	4245844	-1	COG2814	G	M
BAE78034.1	malG	b4032	4246215	4247106	-1	COG3833	G	M
BAE78035.1	malF	b4033	4247120	4248665	-1	COG1175	G	M
BAE78036.1	malE	b4034	4248818	4250009	-1	COG2182	G	M
BAE78037.1	malK	b4035	4250373	4251489	1	COG3842	E	M
BAE78038.1	lamB	b4036	4251560	4252901	1	COG4580	G	M
BAE78039.1	malM	b4037	4253143	4254064	1			
BAE78040.1	yjbI	b4038	4254544	4255873	1			
BAE78041.1	ubiC	b4039	4256095	4256593	1	COG3161	H	M
BAE78042.1	ubiA	b4040	4256605	4257478	1	COG0382	H	M
BAE78043.1	plsB	b4041	4257632	4260056	-1	COG2937	I	M
BAE78044.1	dgkA	b4042	4260226	4260595	1	COG0818	I	M
BAE78045.1	lexA	b4043	4260704	4261313	1	COG1974	K	T
BAE78046.1	dinF	b4044	4261331	4262711	1	COG0534	V	O
BAE78047.1	yjbJ	b4045	4262826	4263036	1	COG3237	S	O
BAE78048.1	zur	b4046	4263077	4263593	-1	COG0735	P	M
BAE78049.1	yjbL	b4047	4263910	4264165	1			
BAE78050.1	yjbM	b4048	4264188	4264896	1			
BAE78051.1	yjbN	b4049	4265258	4266296	1	COG0042	J	T
BAE78052.1	yjbO	b4050	4266429	4266672	1			
BAE78053.1	qor	b4051	4266837	4267821	-1	COG0604	C	M
BAE78054.1	dnaB	b4052	4267903	4269319	1	COG0305	L	T
BAE78055.1	alr	b4053	4269371	4270451	1	COG0787	M	O
BAE78056.1	tyrB	b4054	4270703	4271897	1	COG1448	E	M
BAE78057.1	aphA	b4055	4273003	4273717	1	COG3700	P	M
BAE78058.1	yjbQ	b4056	4273827	4274244	1	COG0432	H	M
BAE78059.1	yjbR	b4057	4274247	4274604	1	COG2315	K	T
BAE78060.1	uvrA	b4058	4274638	4277461	-1	COG0178	L	T
BAE78061.1	ssb	b4059	4277714	4278251	1	COG0629	L	T
BAE78062.1	yjcB	b4060	4278349	4278631	-1			
BAE78063.1	yjcC	b4061	4279060	4280647	1	COG4943	T	O
BAE78064.1	soxS	b4062	4280649	4280973	-1	COG2207	K	T
BAE78065.1	soxR	b4063	4281058	4281523	1	COG0789	K	T
BAE78066.1	yjcD	b4064	4282068	4283418	1	COG2252	F	M
BAE78067.1	yjcE	b4065	4283569	4285219	1	COG0025	P	M
BAE78068.1	yjcF	b4066	4285372	4286665	-1	COG1357	S	O
BAE78069.1	actP	b4067	4286842	4288492	-1	COG4147	C	M
BAE78070.1	yjcH	b4068	4288488	4288803	-1	COG3162	S	O
BAE78071.1	acs	b4069	4289002	4290961	-1	COG0365	I	M
BAE78072.1	nrfA	b4070	4291353	4292790	1	COG3303	P	M
BAE78073.1	nrfB	b4071	4292834	4293401	1	COG3303	P	M
BAE78074.1	nrfC	b4072	4293397	4294069	1	COG0437	C	M
BAE78075.1	nrfD	b4073	4294065	4295022	1	COG3301	P	M
BAE78076.1	nrfE	b4074	4295101	4296760	1	COG1138	C	M
BAE78077.1	nrfF	b4075	4296752	4297136	1	COG3088	C	M
BAE78078.1	nrfG	b4076	4297132	4297729	1	COG4235	C	M
BAE78079.1	gltP	b4077	4298070	4299384	1	COG1301	C	M
BAE78080.1	yjcO	b4078	4299914	4300604	-1	COG0790	T	O
BAE78081.1	fdhF	b4079	4300697	4302845	-1	COG3383	R	O
BAE78082.1	yjcP	b4080	4303042	4304509	-1	COG1538	M	O
BAE78083.1	yjcQ	b4081	4304505	4306557	-1	COG1289	S	O
BAE78084.1	yjcR	b4082	4306556	4307588	-1	COG1566	V	O
BAE78085.1	yjcS	b4083	4308090	4310076	-1	COG2015	Q	M
BAE78086.1	insH	unique to W3110	4310430	4311411	1			
BAE78087.1	alsK	b4084	4311448	4312477	-1	COG1940	K	T
BAE78088.1	alsE	b4085	4312460	4313156	-1	COG0036	G	M
BAE78089.1	alsC	b4086	4313166	4314147	-1	COG1172	G	M
BAE78090.1	alsA	b4087	4314125	4315658	-1	COG1129	G	M
BAE78091.1	alsB	b4088	4315784	4316720	-1	COG1879	G	M
BAE78092.1	rpiR	b4089	4316778	4317669	-1	COG1737	K	T
BAE78093.1	rpiB	b4090	4318027	4318477	1	COG0698	G	M
BAE78094.1	yjdP	b4487	4318545	4318875	1			
BAE78095.1	phnP	b4092	4319021	4319780	-1	COG1235	P	M
BAE78096.1	phnO	b4093	4319781	4320216	-1	COG0456	J	T
BAE78097.1	phnN	b4094	4320202	4320760	-1	COG3709	G	M
BAE78098.1	phnM	b4095	4320759	4321896	-1	COG3454	P	M
BAE78099.1	phnL	b4096	4321892	4322573	-1	COG4778	P	M
BAE78100.1	phnK	b4097	4322683	4323442	-1	COG4107	P	M
BAE78101.1	phnJ	b4098	4323438	4324284	-1	COG3627	P	M
BAE78102.1	phnI	b4099	4324276	4325341	-1	COG3626	P	M
BAE78103.1	phnH	b4100	4325340	4325925	-1	COG3625	P	M
BAE78104.1	phnG	b4101	4325921	4326374	-1	COG3624	P	M
BAE78105.1	phnF	b4102	4326374	4327100	-1	COG2188	K	T
BAE78106.1	phnE	b4104	4327338	4327959	-1			
BAE78107.1	phnD	b4105	4328013	4329030	-1	COG3221	P	M
BAE78108.1	phnC	b4106	4329054	4329843	-1	COG3638	P	M
BAE78109.1	phnB	b4107	4329975	4330419	-1	COG2764	R	O
BAE78110.1	phnA	b4108	4331076	4331412	-1	COG2824	K	T
BAE78111.1	yjdA	b4109	4331812	4334041	1	COG0699	L	T
BAE78112.1	yjcZ	b4110	4334037	4334916	1			
BAE78113.1	proP	b4111	4335179	4336682	1	COG0477	G	M
BAE78114.1	basS	b4112	4336858	4337950	-1	COG0642	T	O
BAE78115.1	basR	b4113	4337959	4338628	-1	COG0745	T	O
BAE78116.1	eptA	b4114	4338624	4340268	-1	COG2194	M	O
BAE78117.1	adiC	b4115	4340371	4341709	-1	COG0531	E	M
BAE78118.1	adiY	b4116	4341845	4342607	-1	COG2207	K	T
BAE78119.1	adiA	b4117	4342931	4345202	-1	COG1982	E	M
BAE78120.1	melR	b4118	4345397	4346306	-1	COG2169	L	T
BAE78121.1	melA	b4119	4346588	4347944	1	COG1486	G	M
BAE78122.1	melB	b4120	4348058	4349468	1	COG2211	G	M
BAE78123.1	yjdF	b4121	4349606	4350236	-1	COG3647	S	O
BAE78124.1	fumB	b4122	4350357	4352004	-1	COG1838	C	M
BAE78124.1	fumB	b4122	4350357	4352004	-1	COG1951	C	M
BAE78125.1	dcuB	b4123	4352081	4353422	-1	COG2704	G	M
BAE78126.1	dcuR	b4124	4353992	4354712	-1	COG4565	K	T
BAE78127.1	dcuS	b4125	4354708	4356340	-1	COG3290	T	O
BAE78128.1	yjdI	b4126	4356520	4356751	1	COG3592	S	O
BAE78129.1	yjdJ	b4127	4356762	4357035	1	COG2388	R	O
BAE78130.1	yjdK	b4128	4357261	4357558	1			
BAE78131.1	yjdO	b4559	4357585	4357759	1			
BAE78132.1	lysU	b4129	4357877	4359395	-1	COG1190	J	T
BAE78133.1	yjdL	b4130	4359631	4361089	-1	COG3104	E	M
BAE78134.1	cadA	b4131	4361147	4363295	-1	COG1982	E	M
BAE78135.1	cadB	b4132	4363374	4364709	-1	COG0531	E	M
BAE78136.1	cadC	b4133	4365073	4366612	-1	COG3710	K	T
BAE78137.1	yjdC	b4135	4367410	4367986	-1	COG1309	K	T
BAE78138.1	dipZ	b4136	4368022	4369720	-1	COG4232	O	O
BAE78139.1	cutA	b4137	4369695	4370034	-1	COG1324	P	M
BAE78140.1	dcuA	b4138	4370149	4371265	-1	COG2704	G	M
BAE78141.1	aspA	b4139	4371570	4373007	-1	COG1027	E	M
BAE78142.1	fxsA	b4140	4373343	4373820	1	COG3030	R	O
BAE78143.1	yjeH	b4141	4373835	4375092	-1	COG0531	E	M
BAE78144.1	groS	b4142	4375367	4375661	1	COG0234	O	O
BAE78145.1	groL	b4143	4375704	4377351	1	COG0459	O	O
BAE78146.1	yjeI	b4144	4377488	4377842	1			
BAE78147.1	yjeJ	b4145	4378044	4378914	-1			
BAE78148.1	yjeK	b4146	4379308	4380337	-1	COG1509	E	M
BAE78149.1	efp	b4147	4380378	4380945	1	COG0231	J	T
BAE78150.1	ecnA	b4410	4380996	4381122	1	COG5510	S	O
BAE78151.1	ecnB	b4411	4381232	4381379	1	COG5510	S	O
BAE78152.1	sugE	b4148	4381554	4381872	1	COG2076	V	O
BAE78153.1	blc	b4149	4381868	4382402	-1	COG3040	M	O
BAE78154.1	ampC	b4150	4382490	4383624	-1	COG1680	V	O
BAE78155.1	frdD	b4151	4383686	4384046	-1	COG3080	C	M
BAE78156.1	frdC	b4152	4384056	4384452	-1	COG3029	C	M
BAE78157.1	frdB	b4153	4384462	4385197	-1	COG0479	C	M
BAE78158.1	frdA	b4154	4385189	4386998	-1	COG1053	C	M
BAE78159.1	poxA	b4155	4387322	4388300	1	COG2269	J	T
BAE78160.1	yjeM	b4156	4388518	4390021	1	COG0531	E	M
BAE78161.1	yjeN	b4157	4390072	4390387	1			
BAE78162.1	yjeO	b4158	4390383	4390698	1			
BAE78163.1	yjeP	b4159	4390726	4394050	-1	COG1511	S	O
BAE78163.1	yjeP	b4159	4390726	4394050	-1	COG3264	M	O
BAE78164.1	psd	b4160	4394071	4395040	-1	COG0688	I	M
BAE78165.1	rsgA	b4161	4395136	4396189	-1	COG1162	J	T
BAE78166.1	orn	b4162	4396283	4396829	1	COG1949	A	T
BAE78167.1	yjeS	b4166	4397607	4398747	-1	COG1600	J	T
BAE78168.1	yjeF	b4167	4398745	4400293	1	COG0062	F	M
BAE78168.1	yjeF	b4167	4398745	4400293	1	COG0063	F	M
BAE78169.1	yjeE	b4168	4400264	4400726	1	COG0802	J	T
BAE78170.1	amiB	b4169	4400744	4402082	1	COG0860	M	O
BAE78171.1	mutL	b4170	4402091	4403939	1	COG0323	L	T
BAE78172.1	miaA	b4171	4403931	4404882	1	COG0324	J	T
BAE78173.1	hfq	b4172	4404967	4405276	1	COG1923	T	O
BAE78174.1	hflX	b4173	4405351	4406632	1	COG2262	J	T
BAE78175.1	hflK	b4174	4406717	4407977	1	COG0330	O	O
BAE78176.1	hflC	b4175	4407979	4408984	1	COG0330	O	O
BAE78177.1	yjeT	b4176	4409065	4409263	1	COG3242	S	O
BAE78178.1	purA	b4177	4409366	4410665	1	COG0104	F	M
BAE78179.1	yjeB	b4178	4410869	4411295	1	COG1959	K	T
BAE78180.1	rnr	b4179	4411333	4413775	1	COG0557	K	T
BAE78181.1	rlmB	b4180	4413954	4414686	1	COG0566	J	T
BAE78182.1	yjfI	b4181	4414812	4415214	1	COG3789	S	O
BAE78183.1	yjfJ	b4182	4415232	4415931	1	COG1842	K	T
BAE78184.1	yjfK	b4183	4415981	4416641	1			
BAE78185.1	yjfL	b4184	4416658	4417057	1	COG3766	S	O
BAE78186.1	yjfM	b4185	4417066	4417705	1	COG5463	S	O
BAE78187.1	yjfC	b4186	4417707	4418871	1	COG0754	E	M
BAE78188.1	aidB	b4187	4418954	4420580	1	COG1960	I	M
BAE78189.1	yjfN	b4188	4420696	4420972	-1			
BAE78190.1	yjfO	b4189	4421120	4421450	-1			
BAE78191.1	yjfP	b4190	4421631	4422381	1	COG1073	T	O
BAE78192.1	ulaR	b4191	4422377	4423133	-1	COG1349	K	T
BAE78193.1	ulaG	b4192	4423240	4424305	-1	COG2220	G	M
BAE78194.1	ulaA	b4193	4424659	4426057	1	COG3037	G	M
BAE78195.1	ulaB	b4194	4426072	4426378	1	COG3414	G	M
BAE78196.1	ulaC	b4195	4426387	4426852	1	COG1762	G	M
BAE78197.1	ulaD	b4196	4426865	4427516	1	COG0269	G	M
BAE78198.1	ulaE	b4197	4427525	4428380	1	COG3623	G	M
